project_id,company_name,company_tier,year,quarter,country,state,city,location_region,client_name,client_industry,sector,subsector,project_type,delivery_method,project_status,award_date,start_date,end_date,duration_months,contract_value_total,recognized_revenue_year,backlog_begin,backlog_end,total_cost,labor_cost_total,material_cost_total,equipment_cost_total,subcontractor_cost_total,overhead_cost_total,sgna_cost,contingency_cost,headcount_total,headcount_field,headcount_office,avg_hourly_rate_field,avg_hourly_rate_office,labor_hours_total,gross_margin,gross_margin_pct,ebitda,ebitda_margin_pct,operating_income,operating_margin_pct,num_competitors_bid,joint_venture_flag,company_share_in_jv_pct,currency
P0432,MIDWEST INDUSTRIAL SVCS,tier_2,2025,2,USA,CA,San Jose,West,NYC Health + Hospitals,Private,Data Centers,Enterprise,Design-Build,Cost-Plus,In Progress,2025-07-12,2025-08-07,2027-12-25,29,8435240,4984511.52,2283300.75,3450728.48,6179694.74,1799812.59,2304958.27,219725.82,860348.29,597984.69,243590.9,153274.17,29,19,10,33.3,75.92,54048,2255545.26,0.2674,2011954.35,0.2385,1908642.88,0.2263,6,0,1.0,USD
P0433,"Atlantic Facility Works, Inc.",tier_2,2023,1,USA,NY,New York,Northeast,Municipal Client - Small,Private,Infrastructure,Transportation,Retrofit,Design-Build,Completed,2023-11-07,2024-01-27,2024-07-25,6,2205514,2205514.0,0.0,0.0,2076694.34,550789.74,741056.62,134609.03,434046.06,114418.69,48955.55,52818.66,28,22,6,45.7,77.69,12052,128819.66,0.0584,79864.11,0.0362,49881.16,0.0226,7,0,1.0,USD
P0434,AECOM Building Services.,tier_1,2022,3,USA,IL,Chicago,Midwest,Regional School District,Public,Industrial,Process,Maintenance,Lump Sum,Completed,2022-01-13,2022-03-11,2023-06-04,15,11526500,11526500.0,0.0,0.0,10037198.63,3514795.91,3309682.46,589008.25,1221361.12,643354.58,665114.02,93882.28,46,32,14,57.69,68.18,60925,1489301.37,0.1292,824187.34,0.0715,736643.69,0.0639,7,0,1.0,USD
P0435,Southwest Mechanical LLC,tier_2,2019,3,USA,VA,Ashburn,South,Commercial REIT Client,Private,Data Centers,Hyperscale,Expansion,Design-Build,In Progress,2019-03-18,2019-04-14,2019-11-10,7,7440732,4433986.41,2270447.07,3006745.59,6947195.56,1745593.36,2810478.23,480649.49,1014841.47,482134.34,280964.69,132533.98,12,8,4,49.6,44.31,35193,493536.44,0.0663,212571.75,0.0286,116707.18,0.0157,2,0,1.0,USD
P0436,Precision Elec. Contractors,tier_2,2017,4,Canada,ON,Toronto,Canada,Local Univ.,Private,Commercial,Hospitality,New Build,EPC,In Progress,2017-08-09,2017-09-02,2018-04-30,8,7698930,4330268.78,2399380.99,3368661.22,7059944.55,2198909.6,2963160.28,373667.19,616401.49,486779.46,295507.51,125519.01,53,35,18,58.66,77.36,37485,638985.45,0.083,343477.94,0.0446,244185.16,0.0317,4,1,0.72,USD
P0437,"Coastal Energy Systems, Ltd.",tier_2,2017,4,USA,NY,New York,Northeast,Commercial REIT Client,Private,Healthcare,Clinics,New Build,Cost-Plus,In Progress,2017-02-05,2017-03-06,2019-02-24,24,3616799,2603844.4,630937.03,1012954.6,4370725.09,1367555.82,1492624.55,258949.61,720314.78,254522.09,204077.01,72681.22,43,27,16,55.85,54.72,24486,-753926.09,-0.2085,-958003.11,-0.2649,-989503.13,-0.2736,3,1,0.87,USD
P0438,Fluor-Services,tier_1,2021,3,USA,GA,Atlanta,South,NYC Health + Hospitals,Private,Commercial,Retail,Design-Build,Design-Build,In Progress,2021-04-02,2021-04-23,2021-10-20,6,34461339,23480161.02,10125610.1,10981177.98,32372167.04,10308496.21,9795256.91,2241535.93,4783420.37,2446942.21,1937881.68,858633.72,136,112,24,49.43,42.48,208547,2089171.96,0.0606,151290.28,0.0044,-117084.56,-0.0034,1,0,1.0,USD
P0439,"ABM Technical Solutions, LLC",tier_1,2018,3,USA,IL,Chicago,Midwest,Microsoft Data Center,Private,Industrial,Warehouse,Maintenance,EPC,Awarded,2018-10-13,2018-11-01,2020-10-21,24,87092834,59976192.23,25633361.44,27116641.77,87060600.49,32455884.44,33273543.4,6097886.23,5687830.63,5129120.12,2799548.73,1616786.96,51,41,10,49.68,53.05,653298,32233.51,0.0004,-2767315.23,-0.0318,-3587069.04,-0.0412,6,1,0.6,USD
P0440,Mountain View Facilities Mgmt,tier_2,2025,1,USA,NY,New York,Northeast,Meta Platforms,Private,Commercial,Retail,Retrofit,Lump Sum,In Progress,2025-04-23,2025-05-31,2027-07-20,26,53286381,43355912.76,8196122.83,9930468.24,47349236.53,16899156.96,18060704.59,3483273.14,3736612.8,1999953.78,2284220.51,885314.76,20,14,6,38.65,51.92,437235,5937144.47,0.1114,3652923.96,0.0686,3316204.82,0.0622,6,0,1.0,USD
P0441,Atlantic facility works,tier_2,2024,3,USA,IL,Chicago,Midwest,NYC Health + Hospitals,Private,Data Centers,Hyperscale,Maintenance,Lump Sum,In Progress,2024-08-03,2024-08-19,2026-10-08,26,7531502,4057186.6,2320396.3,3474315.4,7578203.21,2507617.23,2527575.84,363987.35,1318621.55,383977.66,351180.65,125242.92,63,49,14,58.31,77.04,43004,-46701.21,-0.0062,-397881.86,-0.0528,-481812.91,-0.064,3,0,1.0,USD
P0442,Emcor group,tier_1,2017,4,USA,TX,Dallas,South,Texas - Department of Transportation,Public,Infrastructure,Energy,Maintenance,EPC,Awarded,2017-08-15,2017-09-21,2019-04-14,19,58141636,22329569.8,24311680.83,35812066.2,52418252.7,17926295.95,19150052.28,3025587.0,6612916.04,2400913.45,2302131.62,1000356.36,91,64,27,38.13,74.61,470136,5723383.3,0.0984,3421251.69,0.0588,3032574.69,0.0522,4,1,0.52,USD
P0443,Northeast plant services,tier_2,2023,2,Canada,ON,Toronto,Canada,Regional School District,Public,Infrastructure,Transportation,Expansion,Cost-Plus,Awarded,2023-02-02,2023-03-25,2023-11-20,8,4981138,1586216.38,3066143.6,3394921.62,4936033.31,1845635.95,1687104.12,363198.73,467423.36,245432.61,251019.36,76219.18,30,22,8,51.93,43.02,35540,45104.69,0.0091,-205914.67,-0.0413,-279631.18,-0.0561,2,1,0.88,USD
P0444,Heartland Building Svcs,tier_2,2019,2,USA,VA,Ashburn,South,TX Dept. of Transportation,Public,Healthcare,Hospitals,Retrofit,Design-Build,Awarded,2019-03-04,2019-04-14,2020-01-09,9,17696028,11957548.1,3886061.94,5738479.9,15281686.63,5282546.16,4886563.46,822942.81,2772868.38,783646.32,454616.63,278502.86,51,32,19,49.53,68.37,106653,2414341.37,0.1364,1959724.74,0.1107,1780491.2,0.1006,2,0,1.0,USD
P0445,Atlantic Facility Works,tier_2,2018,3,USA,GA,Atlanta,South,LOCAL UNIVERSITY,Private,Infrastructure,Energy,Retrofit,Lump Sum,In Progress,2018-06-21,2018-08-17,2020-04-08,20,3809471,1307560.1,2280789.69,2501910.9,3277211.85,1124710.36,1027090.04,114762.66,563066.78,276270.41,134525.29,36786.31,57,40,17,47.57,54.56,23643,532259.15,0.1397,397733.86,0.1044,358784.5,0.0942,5,1,0.95,USD
P0446,Fluor Srvs,tier_1,2021,3,USA,CA,San Jose,West,Regional School District,Public,Data Centers,Enterprise,Design-Build,EPC,Awarded,2021-11-26,2022-01-10,2023-12-01,23,12895346,7553796.25,3933240.58,5341549.75,10670386.07,4470385.24,3000169.97,583108.3,946686.31,889459.38,535963.53,244613.33,98,73,25,40.91,68.71,109273,2224959.93,0.1725,1688996.4,0.131,1589516.67,0.1233,2,1,0.45,USD
P0447,Atlantic Facility Works,tier_2,2017,2,USA,IL,Chicago,Midwest,City of Chicago Water,Public,Healthcare,Labs,Expansion,Cost-Plus,Completed,2017-02-07,2017-03-07,2019-03-27,25,3990866,3990866.0,0.0,0.0,2664000.18,845861.87,1071209.61,104086.34,307202.76,148321.96,135543.63,51774.01,11,9,2,56.77,52.3,14899,1326865.82,0.3325,1191322.18,0.2985,1131672.66,0.2836,5,1,0.72,USD
P0448,Fluor Srvs,tier_1,2025,1,USA,IL,Chicago,Midwest,small municipal client,Private,Healthcare,Hospitals,Retrofit,Cost-Plus,Awarded,2025-08-18,2025-10-23,2028-01-11,27,3460275,2418434.69,725928.13,1041840.31,3533898.84,1238374.21,1411709.94,126133.84,397942.22,127207.69,202347.83,30183.12,38,23,15,35.16,68.11,35221,-73623.84,-0.0213,-275971.66,-0.0798,-320774.1,-0.0927,4,1,0.84,USD
P0449,Coastal Energy Sys,tier_2,2017,1,USA,CA,San Jose,West,Amazon Web Services,Private,Data Centers,Hyperscale,Maintenance,EPC,Awarded,2017-07-07,2017-08-06,2019-11-24,28,23555279,18940554.5,3201678.79,4614724.5,17786226.21,5167570.98,6340440.65,1647468.29,1923392.96,1558168.32,571830.62,577354.39,8,5,3,43.71,57.04,118223,5769052.79,0.2449,5197222.18,0.2206,4946607.34,0.21,1,1,0.96,USD
P0450,Heartland building services,tier_2,2021,4,USA,CA,San Jose,West,Kaiser Permanente,Private,Commercial,Retail,Maintenance,Lump Sum,In Progress,2021-03-22,2021-06-11,2023-07-01,25,13790492,9437394.24,3670565.68,4353097.76,10132282.39,2900465.12,3955282.79,615154.06,1424185.43,659181.6,435029.81,142983.57,28,20,8,52.92,59.45,54808,3658209.61,0.2653,3223179.8,0.2337,3139985.49,0.2277,2,0,1.0,USD
P0451,COASTAL ENERGY SYSTEMS.,tier_2,2017,3,USA,VA,Ashburn,South,Meta Platforms,Private,Infrastructure,Energy,Retrofit,EPC,Completed,2017-08-19,2017-11-05,2019-03-30,17,43011872,43011872.0,0.0,0.0,35736683.61,15077061.52,12265682.64,1622342.42,3282545.98,1323731.35,1426878.77,738440.92,37,29,8,43.82,71.07,344068,7275188.39,0.1691,5848309.62,0.136,5558389.33,0.1292,7,0,1.0,USD
P0452,Mastec,tier_1,2018,2,Canada,ON,Toronto,Canada,TX Dept. of Transportation,Public,Industrial,Manufacturing,Expansion,Design-Build,Completed,2018-05-13,2018-06-26,2019-10-19,16,29087074,29087074.0,0.0,0.0,27590628.13,8963536.1,9476417.4,832986.74,5086327.75,1435714.72,1186408.72,609236.7,41,33,8,35.89,77.9,249750,1496445.87,0.0514,310037.15,0.0107,-25577.3,-0.0009,7,1,0.36,USD
P0453,EMCOR GROUP.,tier_1,2018,2,Canada,ON,Toronto,Canada,Regional School District,Public,Healthcare,Clinics,Expansion,Cost-Plus,Awarded,2018-12-26,2019-02-18,2019-05-19,3,10618342,6230456.93,3937217.41,4387885.07,10261280.67,2904972.51,4458681.53,261741.62,1042878.02,721128.35,633375.16,238503.46,78,53,25,33.31,51.55,87210,357061.33,0.0336,-276313.83,-0.026,-424768.22,-0.04,6,0,1.0,USD
P0454,EMCOR GROUP.,tier_1,2018,3,Canada,ON,Toronto,Canada,NYC Health + Hospitals,Private,Data Centers,Colocation,Design-Build,EPC,In Progress,2018-04-16,2018-06-11,2018-09-09,3,43242490,27537069.06,12999878.87,15705420.94,32304803.38,12584243.88,10583227.83,1252035.15,2791681.5,1963231.88,2104923.58,1025459.56,52,31,21,53.93,63.04,233344,10937686.62,0.2529,8832763.05,0.2043,8205746.07,0.1898,3,1,0.75,USD
P0455,"ABM Technical Solutions, LLC",tier_1,2020,3,Canada,ON,Toronto,Canada,TX Dept. of Transportation,Public,Data Centers,Enterprise,Retrofit,Lump Sum,Completed,2020-11-14,2021-02-03,2021-07-03,5,28000039,28000039.0,0.0,0.0,27338079.36,9273277.39,10838966.18,676830.95,4049885.1,1067983.91,894847.71,536288.13,47,35,12,47.44,51.67,195473,661959.64,0.0236,-232888.07,-0.0083,-488475.67,-0.0174,2,0,1.0,USD
P0456,COMFORT SYSTEMS U.S.A.,tier_1,2023,1,USA,NY,New York,Northeast,Small municipal authority,Private,Commercial,Hospitality,Maintenance,Lump Sum,Completed,2023-11-11,2023-12-01,2024-12-25,13,6109860,6109860.0,0.0,0.0,5036903.88,2018060.19,1534603.01,183939.33,889490.87,188073.72,151875.91,70860.86,115,86,29,37.77,52.84,53430,1072956.12,0.1756,921080.21,0.1508,843343.46,0.138,7,1,0.47,USD
P0457,PRECISION ELECTRICAL CONTRACTORS.,tier_2,2017,4,USA,NY,New York,Northeast,Midwest Manufacturing Co.,Private,Healthcare,Hospitals,Maintenance,EPC,In Progress,2017-01-19,2017-02-23,2019-05-14,27,9083050,6795591.93,2072302.95,2287458.07,7312946.2,2041475.84,2329580.28,252455.44,1627985.59,508142.97,415819.54,137486.54,5,4,1,56.46,67.43,36157,1770103.8,0.1949,1354284.26,0.1491,1233651.45,0.1358,4,0,1.0,USD
P0458,Southwest Mechanical,tier_2,2018,3,USA,IL,Chicago,Midwest,Duke Energy,Private,Commercial,Retail,Expansion,Cost-Plus,Completed,2018-03-16,2018-06-05,2020-11-21,30,27846962,27846962.0,0.0,0.0,26946328.88,9459145.23,8615117.79,1853516.77,4791888.07,1146180.23,623189.51,457291.27,14,11,3,52.53,77.93,180071,900633.12,0.0323,277443.61,0.01,130740.94,0.0047,3,0,1.0,USD
P0459,Precision Electrical Contrs,tier_2,2019,1,USA,TX,Dallas,South,Texas DOT,Public,Healthcare,Hospitals,Design-Build,Design-Build,In Progress,2019-02-22,2019-05-15,2020-12-05,19,14474879,8234950.29,4958160.38,6239928.71,12031179.94,4964663.06,3767719.39,511715.08,974336.93,821613.36,773020.32,218111.8,41,25,16,55.11,77.95,90086,2443699.06,0.1688,1670678.75,0.1154,1467455.47,0.1014,5,1,0.84,USD
P0460,PACIFIC TECH CONTRACTORS.,tier_2,2020,4,USA,VA,Ashburn,South,Small municipal authority,Private,Healthcare,Labs,Expansion,Design-Build,Awarded,2020-03-18,2020-05-22,2022-06-11,25,2093383,1194518.68,742457.92,898864.32,1902956.99,500116.99,612763.79,153029.06,412986.58,149505.17,41875.32,32680.07,18,14,4,49.5,62.95,10103,190426.01,0.091,148550.69,0.071,134245.71,0.0641,6,0,1.0,USD
P0461,Emcor group,tier_1,2016,2,Canada,ON,Toronto,Canada,Commercial REIT Client,Private,Commercial,Hospitality,Maintenance,Cost-Plus,Completed,2016-03-28,2016-05-23,2016-11-19,6,11498479,11498479.0,0.0,0.0,10987052.98,2994879.9,4658756.78,417163.91,1749096.92,633406.03,444745.04,89004.39,88,66,22,53.27,50.76,56220,511426.02,0.0445,66680.98,0.0058,-38935.87,-0.0034,2,0,1.0,USD
P0462,Comfort Sys USA,tier_1,2022,4,USA,NY,New York,Northeast,Chicago city water dept.,Public,Infrastructure,Transportation,Maintenance,Lump Sum,Completed,2022-05-03,2022-07-17,2024-06-06,23,25139603,25139603.0,0.0,0.0,19174940.45,5869352.12,7827672.64,1350394.84,1688098.74,850494.86,974615.34,614311.9,63,51,12,51.25,64.35,114523,5964662.55,0.2373,4990047.21,0.1985,4884242.23,0.1943,7,0,1.0,USD
P0463,Quanta Svcs,tier_1,2021,1,USA,GA,Atlanta,South,State of Texas - DOT,Public,Commercial,Hospitality,Design-Build,Cost-Plus,Completed,2021-03-03,2021-04-09,2023-11-25,32,9256547,9256547.0,0.0,0.0,9201856.68,2455754.82,3467806.93,722203.67,1680607.04,416180.85,321456.44,137846.93,132,112,20,43.95,54.45,55876,54690.32,0.0059,-266766.12,-0.0288,-404331.35,-0.0437,6,0,1.0,USD
P0464,jacobs mission critical,tier_1,2020,2,USA,NY,New York,Northeast,Commercial REIT Client,Private,Commercial,Office,Retrofit,Design-Build,Completed,2020-05-14,2020-08-16,2022-07-07,23,5745400,5745400.0,0.0,0.0,4423127.34,1554578.56,1644797.88,204844.34,511596.06,330743.72,140446.87,36119.91,127,87,40,48.87,67.56,31810,1322272.66,0.2301,1181825.78,0.2057,1114255.7,0.1939,2,1,0.86,USD
P0465,Pacific Tech Contrs,tier_2,2022,2,USA,IL,Chicago,Midwest,Texas DOT,Public,Data Centers,Hyperscale,Expansion,Cost-Plus,Awarded,2022-02-28,2022-05-17,2024-01-07,20,17067300,9406304.52,5478116.55,7660995.48,13726657.37,3624132.11,5059355.04,448796.1,2732232.05,1094475.64,531878.76,235787.66,4,3,1,48.49,47.76,74739,3340642.63,0.1957,2808763.87,0.1646,2568968.18,0.1505,1,0,1.0,USD
P0466,Northeast plant services,tier_2,2022,1,Canada,ON,Toronto,Canada,Regional School District.,Public,Data Centers,Enterprise,Retrofit,Design-Build,In Progress,2022-05-08,2022-08-15,2024-08-04,24,8877030,2532772.36,5520061.51,6344257.64,8651095.37,3214104.66,2703601.68,591515.68,1000543.83,628124.8,446908.85,66295.87,54,35,19,50.73,50.42,63357,225934.63,0.0255,-220974.22,-0.0249,-307774.85,-0.0347,5,1,0.58,USD
P0467,Tdindustries,tier_1,2023,4,USA,VA,Ashburn,South,Meta Platforms,Private,Data Centers,Colocation,Maintenance,EPC,Completed,2023-04-12,2023-06-09,2024-07-03,13,79179276,79179276.0,0.0,0.0,71795911.45,22927843.79,27103762.19,4853800.97,7358961.55,5620352.25,3102131.36,829059.34,138,91,47,32.05,47.9,715377,7383364.55,0.0932,4281233.18,0.0541,3472477.03,0.0439,3,1,0.45,USD
P0468,Midwest industrial services,tier_2,2021,2,USA,VA,Ashburn,South,Kaiser Permanente,Private,Industrial,Manufacturing,Design-Build,Cost-Plus,In Progress,2021-03-14,2021-05-23,2021-12-19,7,16758229,4803340.32,8690483.77,11954888.68,14925636.07,5147693.75,6068772.71,639068.11,1180879.06,1195526.19,458021.05,235675.2,31,20,11,43.87,45.73,117339,1832592.93,0.1094,1374571.88,0.082,1182530.25,0.0706,6,0,1.0,USD
P0469,Emcor Grp,tier_1,2018,4,USA,GA,Atlanta,South,Duke Energy,Private,Data Centers,Colocation,New Build,Cost-Plus,In Progress,2018-01-07,2018-03-01,2019-10-22,20,41822086,12204307.01,23576262.14,29617778.99,39683476.09,11917794.72,17474207.82,979564.96,3610749.43,3314837.53,1375043.88,1011277.74,47,30,17,32.16,50.91,370578,2138609.91,0.0511,763566.02,0.0183,159083.09,0.0038,6,1,0.55,USD
P0470,Heartland Bldg Services,tier_2,2024,1,USA,TX,Dallas,South,Municipal Client - Small,Private,Infrastructure,Transportation,Retrofit,Design-Build,Completed,2024-02-24,2024-05-10,2024-09-07,4,3183783,3183783.0,0.0,0.0,2730585.37,697378.72,1217513.19,205757.83,216270.15,151873.11,162393.56,79398.81,17,14,3,31.27,48.79,22301,453197.63,0.1423,290804.07,0.0913,252317.79,0.0793,2,0,1.0,USD
P0471,Fluor-Services,tier_1,2022,3,USA,CA,San Jose,West,Meta Platforms,Private,Infrastructure,Transportation,Retrofit,Lump Sum,Completed,2022-09-11,2022-11-15,2025-05-03,30,145522885,145522885.0,0.0,0.0,129807298.71,44707518.45,51507413.47,3350274.47,13263986.39,9801837.82,3807570.66,3368697.45,125,89,36,44.63,73.19,1001736,15715586.29,0.108,11908015.62,0.0818,11071656.23,0.0761,4,0,1.0,USD
P0472,NORTHEAST PLANT SERVICES.,tier_2,2018,2,Canada,ON,Toronto,Canada,Regional School District,Public,Infrastructure,Energy,Retrofit,Lump Sum,Completed,2018-09-11,2018-10-17,2020-09-06,23,1664197,1664197.0,0.0,0.0,1653817.11,542286.95,678336.08,52549.68,195032.11,103311.26,45450.17,36850.86,9,7,2,42.62,63.84,12723,10379.89,0.0062,-35070.27,-0.0211,-44735.67,-0.0269,2,1,0.37,USD
P0473,ATLANTIC FACILITY WORKS.,tier_2,2020,3,USA,NY,New York,Northeast,US General Services Administration,Public,Data Centers,Colocation,Design-Build,Cost-Plus,Awarded,2020-10-17,2020-11-23,2022-10-14,23,11001823,8347594.2,2024373.75,2654228.8,11158342.61,3995653.3,3721066.19,443647.93,1748120.74,666582.3,489975.12,93297.02,36,22,14,58.15,45.59,68712,-156519.61,-0.0142,-646494.73,-0.0588,-782286.78,-0.0711,3,0,1.0,USD
P0474,jacobs mission critical,tier_1,2023,4,USA,NY,New York,Northeast,Commercial REIT Client.,Private,Data Centers,Hyperscale,Expansion,Lump Sum,Awarded,2023-05-30,2023-09-05,2025-04-27,20,6870916,2462556.39,2667310.25,4408359.61,5815102.43,2174113.06,1704979.17,435989.44,946506.18,296379.11,213582.34,43553.11,18,12,6,56.53,54.28,38459,1055813.57,0.1537,842231.23,0.1226,788086.98,0.1147,1,0,1.0,USD
P0475,Jacobs Mission Critical.,tier_1,2022,1,USA,CA,San Jose,West,Local University,Private,Data Centers,Colocation,New Build,Lump Sum,Awarded,2022-06-28,2022-10-05,2023-03-04,5,16956100,13787417.69,2290884.14,3168682.31,13294682.36,3965391.48,4840327.36,1111953.85,1720939.51,540688.83,957969.69,157411.64,125,98,27,51.05,78.32,77676,3661417.64,0.2159,2703447.94,0.1594,2555165.7,0.1507,6,0,1.0,USD
P0476,Mountain view fm,tier_2,2016,3,Canada,ON,Toronto,Canada,Duke Energy,Private,Infrastructure,Energy,Maintenance,Cost-Plus,In Progress,2016-07-24,2016-08-26,2019-01-13,29,18181676,8588313.95,6753753.01,9593362.05,15387643.0,3990645.35,6264618.51,1392634.9,2077017.44,751929.24,707705.3,203092.27,58,44,14,42.23,62.54,94497,2794033.0,0.1537,2086327.71,0.1147,1924968.49,0.1059,2,0,1.0,USD
P0477,Atlantic facility works,tier_2,2018,1,USA,IL,Chicago,Midwest,Kaiser Permanente,Private,Industrial,Manufacturing,Retrofit,Lump Sum,Completed,2018-09-04,2018-11-22,2019-03-22,4,16807625,16807625.0,0.0,0.0,15952586.05,4282807.78,6133021.17,1069730.36,2540732.08,1046136.19,500092.29,380066.17,56,45,11,41.35,69.21,103574,855038.95,0.0509,354946.66,0.0211,195039.66,0.0116,7,1,0.73,USD
P0478,"Atlantic Facility Works, Inc.",tier_2,2023,3,Canada,ON,Toronto,Canada,Midwest Manufacturing Co.,Private,Healthcare,Hospitals,Design-Build,Lump Sum,Awarded,2023-06-15,2023-09-10,2024-02-07,5,9708968,7281357.71,2235782.65,2427610.29,8237022.67,2153666.47,3368519.38,320410.12,1137532.12,553774.73,558400.16,144719.68,58,46,12,38.84,56.35,55449,1471945.33,0.1516,913545.17,0.0941,815035.59,0.0839,3,0,1.0,USD
P0479,Regional MEP Solns,tier_2,2019,4,USA,IL,Chicago,Midwest,U.S. G.S.A.,Public,Commercial,Retail,New Build,Lump Sum,In Progress,2019-04-04,2019-06-18,2021-11-04,29,13622110,7241222.88,4990692.13,6380887.12,12016746.6,3602604.41,4140572.66,282487.22,2690743.05,673927.51,526948.61,99463.13,42,28,14,33.2,44.29,108512,1605363.4,0.1178,1078414.8,0.0792,990124.95,0.0727,7,1,0.69,USD
P0480,IES Hldgs,tier_1,2019,2,USA,GA,Atlanta,South,US GSA,Public,Industrial,Process,Maintenance,Design-Build,Awarded,2019-03-29,2019-04-24,2020-06-17,14,29586674,7708700.72,15975425.21,21877973.28,29680583.83,11054769.38,10976987.73,2150864.35,2163777.96,1829084.2,830594.29,674505.92,126,106,20,53.76,47.93,205631,-93909.83,-0.0032,-924504.12,-0.0312,-1237673.61,-0.0418,4,1,0.85,USD
P0481,Jacobs Mission Critical.,tier_1,2024,4,USA,TX,Dallas,South,Kaiser Permanente,Private,Infrastructure,Water/Wastewater,Design-Build,Design-Build,Completed,2024-11-09,2024-11-24,2026-03-19,16,34517906,34517906.0,0.0,0.0,28346516.82,10757145.44,8181895.97,889958.2,3742210.65,1942882.14,2036837.38,795587.04,30,25,5,48.49,68.68,221842,6171389.18,0.1788,4134551.8,0.1198,3800382.71,0.1101,2,1,0.58,USD
P0482,Comfort systems usa,tier_1,2023,2,USA,VA,Ashburn,South,Commercial REIT Client,Private,Healthcare,Hospitals,Maintenance,EPC,Completed,2023-11-28,2024-02-25,2026-10-12,32,7605642,7605642.0,0.0,0.0,7153325.43,1664538.05,3189452.39,500499.55,1119204.99,232538.74,259198.99,187892.73,75,63,12,52.14,60.81,31924,452316.57,0.0595,193117.59,0.0254,139190.63,0.0183,7,1,0.43,USD
P0483,QUANTA SERVICES.,tier_1,2019,2,USA,CA,San Jose,West,Dominion Energy,Private,Data Centers,Enterprise,Design-Build,Lump Sum,Awarded,2019-10-15,2019-11-07,2020-02-05,3,57846274,22183892.1,33875914.4,35662381.9,59336954.16,17635250.98,20908163.92,3514450.18,10730064.99,2389199.63,3071298.28,1088526.17,134,94,40,31.89,42.01,553002,-1490680.16,-0.0258,-4561978.44,-0.0789,-5195414.38,-0.0898,7,0,1.0,USD
P0484,ABM technical solutions,tier_1,2016,2,Canada,ON,Toronto,Canada,local university,Private,Healthcare,Clinics,Maintenance,Cost-Plus,In Progress,2016-12-03,2017-03-13,2019-02-01,23,13994020,5520179.04,5598217.25,8473840.96,14179316.7,4675467.71,5086078.59,1060120.26,2031095.13,422972.92,554862.61,348719.48,22,18,4,49.59,57.56,94282,-185296.7,-0.0132,-740159.31,-0.0529,-858581.64,-0.0614,3,0,1.0,USD
P0485,Fluor Services,tier_1,2023,2,USA,IL,Chicago,Midwest,City of Chicago - Water,Public,Commercial,Retail,Expansion,EPC,Completed,2023-04-23,2023-06-22,2024-08-15,14,7199809,7199809.0,0.0,0.0,5289169.25,1561415.67,2005859.72,167147.92,902072.12,344826.5,262692.64,45154.7,37,31,6,45.78,59.68,34106,1910639.75,0.2654,1647947.11,0.2289,1543931.49,0.2144,6,1,0.96,USD
P0486,"Comfort Systems USA, Inc.",tier_1,2022,3,USA,NY,New York,Northeast,U.S. G.S.A.,Public,Commercial,Retail,Design-Build,EPC,In Progress,2022-10-18,2023-01-19,2023-06-18,5,36669529,17384313.75,12790007.14,19285215.25,34924893.71,10268741.72,11895545.23,2116515.42,6957630.33,1772514.24,1389657.48,524289.28,69,55,14,58.48,73.98,175594,1744635.29,0.0476,354977.81,0.0097,-67178.43,-0.0018,1,0,1.0,USD
P0487,MOUNTAIN VIEW F.M.,tier_2,2024,2,USA,IL,Chicago,Midwest,Meta Platforms,Private,Infrastructure,Transportation,Retrofit,Cost-Plus,In Progress,2024-08-12,2024-11-05,2025-10-31,12,28569963,10395043.88,15491972.16,18174919.12,26732577.55,8998845.82,7897588.71,1521815.33,5604562.15,1345812.23,692566.73,671386.58,23,15,8,57.08,53.07,157653,1837385.45,0.0643,1144818.72,0.0401,839855.3,0.0294,1,0,1.0,USD
P0488,AECOM Building Services.,tier_1,2016,3,USA,TX,Dallas,South,NYC Health + Hospitals,Private,Industrial,Warehouse,New Build,Cost-Plus,Completed,2016-04-10,2016-05-02,2016-08-30,4,14775412,14775412.0,0.0,0.0,13043740.76,4732876.15,4371108.04,768018.93,1378438.04,954987.68,702862.72,135449.21,135,88,47,33.52,41.15,141195,1731671.24,0.1172,1028808.52,0.0696,962484.56,0.0651,2,0,1.0,USD
P0489,IES Hldgs,tier_1,2025,3,USA,VA,Ashburn,South,Midwest Manufacturing Co.,Private,Infrastructure,Water/Wastewater,Design-Build,Lump Sum,In Progress,2025-06-18,2025-07-12,2026-10-05,15,3771109,2137429.31,1223333.66,1633679.69,3516693.64,1088322.98,1064341.02,300754.03,728286.32,187139.2,121872.98,25977.1,93,59,34,50.62,54.57,21499,254415.36,0.0675,132542.38,0.0351,82493.36,0.0219,1,0,1.0,USD
P0490,Mastec,tier_1,2019,4,USA,CA,San Jose,West,U.S. General Services Administration,Public,Infrastructure,Water/Wastewater,Maintenance,Lump Sum,Awarded,2019-07-27,2019-08-30,2021-10-18,26,12770787,10248533.82,2146155.08,2522253.18,11387714.7,3311891.73,4422897.26,425210.7,1828245.14,995387.63,273339.47,130742.77,9,6,3,37.51,69.8,88293,1383072.3,0.1083,1109732.83,0.0869,938411.14,0.0735,4,0,1.0,USD
